timestamp,container_name,image,cpu_percent,memory_mb,memory_percent,net_in_rate_mbs,net_out_rate_mbs,io_read_mb,io_write_mb,pids
2026-04-14T19:28:47.244055,qbittorrent-app-1,ugreen/qbittorrent:v1,5.060350877192983,3577.08984375,46.353139005508304,0,0,0.0,0.0,27
2026-04-14T19:28:58.272965,qbittorrent-app-1,ugreen/qbittorrent:v1,4.1894472361809045,3579.359375,46.38254835839118,0,0,0.0,0.0,26
2026-04-14T19:29:09.357192,qbittorrent-app-1,ugreen/qbittorrent:v1,9.11263556116015,3585.4140625,46.46100704508388,0,0,0.0,0.0,26
2026-04-14T19:29:20.389831,qbittorrent-app-1,ugreen/qbittorrent:v1,4.356838143036387,3591.69140625,46.542350986706566,0,0,0.0,0.0,26
2026-04-14T19:29:31.422221,qbittorrent-app-1,ugreen/qbittorrent:v1,5.6893233082706764,3583.6796875,46.438532427734486,0,0,0.0,0.0,26
2026-04-14T19:29:42.467407,qbittorrent-app-1,ugreen/qbittorrent:v1,4.974364089775561,3589.73046875,46.51694049591964,0,0,0.0,0.0,29
2026-04-14T19:29:53.490809,qbittorrent-app-1,ugreen/qbittorrent:v1,6.3956675062972295,3595.35546875,46.58983114678254,0,0,0.0,0.0,29
2026-04-14T19:30:04.514437,qbittorrent-app-1,ugreen/qbittorrent:v1,1.8796009975062347,3599.90625,46.64880170807092,0,0,0.0,0.0,30
2026-04-14T19:30:15.541261,qbittorrent-app-1,ugreen/qbittorrent:v1,4.021333333333333,3597.03125,46.611546486518776,0,0,0.0,0.0,29
2026-04-14T19:30:26.566764,qbittorrent-app-1,ugreen/qbittorrent:v1,5.347884856070087,3602.453125,46.68180497498939,0,0,0.0,0.0,29
2026-04-14T19:30:37.588457,qbittorrent-app-1,ugreen/qbittorrent:v1,0.5080299251870324,3605.5859375,46.72240101803942,0,0,0.0,0.0,29
2026-04-14T19:30:48.608219,qbittorrent-app-1,ugreen/qbittorrent:v1,0.695062344139651,3609.68359375,46.77549983245274,0,0,0.0,0.0,29
2026-04-14T19:30:59.631766,qbittorrent-app-1,ugreen/qbittorrent:v1,0.4687859824780976,3612.46875,46.811590828331376,0,0,0.0,0.0,26
2026-04-14T19:31:10.654960,qbittorrent-app-1,ugreen/qbittorrent:v1,0.06603015075376885,3613.36328125,46.82318246655888,0,0,0.0,0.0,26
2026-04-14T19:31:21.675700,qbittorrent-app-1,ugreen/qbittorrent:v1,1.3545864661654134,3616.16015625,46.85942531796016,0,0,0.0,0.0,26
2026-04-14T19:31:32.700586,qbittorrent-app-1,ugreen/qbittorrent:v1,3.7113784461152886,3608.67578125,46.76244025750647,0,0,0.0,0.0,26
2026-04-14T19:31:43.730088,qbittorrent-app-1,ugreen/qbittorrent:v1,4.5168,3614.09765625,46.83269874597709,0,0,0.0,0.0,26
2026-04-14T19:31:54.756551,qbittorrent-app-1,ugreen/qbittorrent:v1,1.8968710888610765,3614.921875,46.84337925106881,0,0,0.0,0.0,26
2026-04-14T19:32:05.785358,qbittorrent-app-1,ugreen/qbittorrent:v1,2.2569,3610.9296875,46.791647136359174,0,0,0.0,0.0,24
2026-04-14T19:32:16.813719,qbittorrent-app-1,ugreen/qbittorrent:v1,3.0995744680851067,3614.92578125,46.843429869576354,0,0,0.0,0.0,24
2026-04-14T19:32:27.847313,qbittorrent-app-1,ugreen/qbittorrent:v1,2.959900124843945,3620.01171875,46.90933516639822,0,0,0.0,0.0,27
2026-04-14T19:32:38.884356,qbittorrent-app-1,ugreen/qbittorrent:v1,4.058391959798995,3622.48828125,46.94142730018091,0,0,0.0,0.0,27
2026-04-14T19:32:49.918487,qbittorrent-app-1,ugreen/qbittorrent:v1,3.9204999999999997,3626.20703125,46.989616119362495,0,0,0.0,0.0,27
2026-04-14T19:33:00.944518,qbittorrent-app-1,ugreen/qbittorrent:v1,0.3618,3610.69921875,46.7886606444141,0,0,0.0,0.0,27
2026-04-14T19:33:11.970197,qbittorrent-app-1,ugreen/qbittorrent:v1,1.0813065326633164,3611.29296875,46.796354657560734,0,0,0.0,0.0,27
2026-04-14T19:33:22.997557,qbittorrent-app-1,ugreen/qbittorrent:v1,4.485213032581454,3614.26171875,46.83482472329393,0,0,0.0,0.0,27
2026-04-14T19:33:34.025078,qbittorrent-app-1,ugreen/qbittorrent:v1,5.137833125778331,3618.51953125,46.88999889651654,0,0,0.0,0.0,27
2026-04-14T19:33:45.049121,qbittorrent-app-1,ugreen/qbittorrent:v1,0.5682999999999999,3620.5390625,46.91616866491662,0,0,0.0,0.0,27
2026-04-14T19:33:56.080984,qbittorrent-app-1,ugreen/qbittorrent:v1,1.6637406483790524,3624.0,46.961016662600315,0,0,0.0,0.0,27
